	0.000000e+00	0.000000e+00	-6.055135e-06	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-5.625629e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-8.229731e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-9.429650e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.002365e-04	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.032702e-04	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.316087e-04	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.595682e-04	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.213491e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-2.262069e-03	-2.262069e-03	-1.564632e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-7.553637e-02	-7.553637e-02	1.694553e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-2.451192e-01	-2.451192e-01	3.288642e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-1.588924e-01	-1.588924e-01	2.991387e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-6.089494e-02	-6.089494e-02	1.524081e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-1.411482e-01	-1.411482e-01	1.467224e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-1.211449e-01	-1.211449e-01	1.358460e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-8.851955e-02	-8.851955e-02	1.697012e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-6.685634e-02	-6.685634e-02	1.509782e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-5.126938e-02	-5.126938e-02	1.205270e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-3.336662e-02	-3.336662e-02	1.024685e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-1.888643e-02	-1.888643e-02	9.233733e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-6.623408e-03	-6.623408e-03	6.671524e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-1.199281e-03	-1.199281e-03	5.232625e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-1.657555e-05	-1.657555e-05	4.716464e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	2.661282e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-2.768266e-06	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-2.347735e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-4.092403e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-4.614035e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-3.535665e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-8.405144e-06	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	1.770315e-05	0.000000e+00	0.000000e+00	0.000000e+00
	4.595766e-07	4.595766e-07	1.658572e-05	0.000000e+00	0.000000e+00	0.000000e+00
	5.728357e-06	5.728357e-06	-5.770002e-05	0.000000e+00	0.000000e+00	0.000000e+00
	7.842391e-04	7.842391e-04	-1.859179e-04	0.000000e+00	0.000000e+00	0.000000e+00
	5.506677e-04	5.506677e-04	-2.427151e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-2.049857e-02	-2.049857e-02	-8.984733e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-1.533317e-01	-1.533317e-01	1.339132e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-2.209710e-01	-2.209710e-01	2.081762e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-2.122070e-01	-2.122070e-01	1.659653e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-2.210953e-01	-2.210953e-01	1.263749e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-1.856469e-01	-1.856469e-01	9.074447e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-1.026655e-01	-1.026655e-01	8.916820e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-7.167448e-02	-7.167448e-02	1.664556e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-6.383326e-02	-6.383326e-02	2.162002e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-6.585134e-02	-6.585134e-02	1.830611e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-6.376597e-02	-6.376597e-02	8.899703e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-6.376597e-02	-6.376597e-02	5.869844e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-6.376597e-02	-6.376597e-02	4.854344e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-6.215781e-02	-6.215781e-02	2.979195e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-6.215781e-02	-6.215781e-02	1.806654e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-5.172965e-02	-5.172965e-02	2.449828e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-3.466301e-02	-3.466301e-02	9.703028e-05	0.000000e+00	0.000000e+00	0.000000e+00
	2.953256e-02	2.953256e-02	1.267455e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-1.899275e-03	-1.899275e-03	5.612208e-05	0.000000e+00	0.000000e+00	0.000000e+00
	2.213798e-04	2.213798e-04	8.877397e-06	0.000000e+00	0.000000e+00	0.000000e+00
	1.345542e-03	1.345542e-03	-2.031346e-05	0.000000e+00	0.000000e+00	0.000000e+00
	7.646171e-04	7.646171e-04	-1.990934e-05	0.000000e+00	0.000000e+00	0.000000e+00
	2.469223e-02	2.469223e-02	-1.142300e-05	0.000000e+00	0.000000e+00	0.000000e+00
	2.519608e-02	2.519608e-02	-3.305901e-05	0.000000e+00	0.000000e+00	0.000000e+00
	4.515802e-03	4.515802e-03	-4.413758e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-3.178679e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-2.222861e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.643831e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.300631e-05	0.000000e+00	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.079571e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-7.075359e-02	-7.075359e-02	1.299072e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-9.689299e-02	-9.689299e-02	2.169137e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-9.645304e-02	-9.645304e-02	2.458043e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-6.274753e-02	-6.274753e-02	2.323719e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-2.978162e-02	-2.978162e-02	1.597876e-04	0.000000e+00	0.000000e+00	0.000000e+00
	-1.345391e-02	-1.345391e-02	8.633138e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-4.597422e-03	-4.597422e-03	4.754578e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-4.704453e-03	-4.704453e-03	4.739755e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-1.653403e-02	-1.653403e-02	9.456710e-05	0.000000e+00	0.000000e+00	0.000000e+00
	-2.185192e-02	-2.185192e-02	1.324470e-04	0.000000e+00	0.000000e+00	0.000000e+00
