0.078688	-0.018097	0.059182	0.061472	0.135412	-0.057528	-0.030047	0.055422	-0.045773	0.079274	-0.005780	0.030655	-0.027414	0.002760	0.163338	0.091412	0.041893	0.049688	-0.073730	0.050004	-0.090785	-0.047752	-0.073136	0.062688	-0.060310	-0.011402	-0.080306	-0.080199	0.104148	-0.058650	0.008089	0.063311	0.023592	-0.042013	0.022418	0.006581	-0.003438	0.092463	-0.042760	0.044529	0.001544	0.057632	-0.024218	0.080146	-0.066864	-0.042638	0.061907	0.086150	-0.088621	0.061741	-0.010866	-0.092416	-0.063648	0.033621	0.039866	-0.035745	-0.100978	-0.100199	-0.008712	-0.157416	-0.053652	0.093183	0.082158	0.072282	-0.139257	0.005938	-0.039044	0.052736	0.002582	-0.036790	-0.003922	-0.104679	-0.014831	0.088948	0.042343	0.050384	-0.038880	0.053087	0.029396	-0.017517	0.046696	-0.062762	-0.009521	0.080052	0.086585	-0.019430	-0.049078	0.085977	-0.029807	0.055831	0.111557	0.030125	0.035234	0.073909	0.011143	0.099517	-0.005138	0.069174	0.037945	0.101147	0.005148	-0.053613	0.091889	0.086537	-0.067591	0.079469	0.028337	-0.014105	0.024634	-0.044142	0.056283	-0.043487	-0.010923	-0.056416	-0.064569	-0.053834	0.004542	-0.017414	-0.068082	0.082920	-0.094929	-0.089340	-0.002218	0.053578	0.093238	0.076476	0.015785	-0.029432	0.051353	-0.042953	-0.050848	-0.091330	0.010848	-0.053079	-0.089684	0.032532	-0.103467	0.055616	-0.069221	0.033053	-0.103453	0.073328	-0.095202	0.004442	-0.077210	-0.067210	0.049677	0.046324	0.030909	0.089872	
0.037342	0.057157	-0.082864	-0.075202	0.054785	-0.082105	-0.084696	-0.060662	-0.007947	0.134004	0.013977	0.056755	-0.091853	-0.070484	0.173176	-0.055217	0.094262	-0.072216	0.102628	-0.063883	0.085169	-0.082883	-0.100545	0.087177	0.029746	-0.056834	-0.073438	-0.021932	0.086455	0.065233	-0.023598	0.004272	0.016752	-0.009768	0.032683	-0.080887	0.004229	0.048079	-0.040334	0.090023	0.011889	0.079816	0.047376	0.026053	-0.117924	0.038794	0.067162	0.087458	0.076886	0.037376	0.082532	0.043067	0.082833	0.099610	-0.006140	-0.005185	-0.080422	0.066641	0.080115	-0.154553	0.031092	-0.055654	0.025982	-0.055792	-0.049872	-0.039973	-0.048607	-0.056190	-0.087713	-0.043928	-0.067353	0.021348	0.000216	0.097111	-0.091700	0.014370	0.050715	-0.075701	-0.005310	0.031607	0.099521	-0.004070	-0.030892	0.073380	0.005288	-0.086807	-0.025190	0.025236	0.069656	-0.037431	0.053679	0.008355	-0.000888	-0.040145	0.067278	-0.053198	0.040874	-0.090233	-0.017717	0.056864	0.044582	0.033272	-0.032344	-0.064961	0.027456	0.027171	0.046803	-0.035440	0.049525	-0.060382	0.084072	0.034228	0.031529	-0.049998	0.006474	-0.092680	-0.056416	0.077518	0.038309	-0.084553	-0.093260	-0.040827	0.014517	0.019125	0.027697	-0.056632	0.034595	-0.048961	-0.035184	-0.079805	0.091319	-0.138433	0.060880	-0.035145	-0.082308	-0.028365	0.068146	0.081458	0.054524	0.023579	-0.093852	0.018884	-0.026961	0.056494	0.080742	0.072074	0.062884	-0.062660	0.059147	0.003493	
-0.033137	0.087065	0.085248	0.077031	0.050240	0.020465	-0.065571	-0.046397	0.075095	0.066592	-0.008609	0.075985	-0.000391	-0.043038	0.004363	0.043621	0.060810	-0.069417	0.021330	0.026410	0.078494	0.051398	-0.064696	-0.057235	0.010103	-0.069011	-0.078566	-0.028368	-0.034705	0.088343	0.089564	0.018611	0.069770	0.065527	-0.006723	-0.032414	-0.023883	0.027798	0.022404	-0.061025	-0.075804	-0.086010	-0.084442	0.029821	-0.050327	-0.055860	-0.036208	-0.084375	-0.014969	0.058685	0.000993	-0.055463	0.032447	0.053920	-0.043103	-0.075214	0.067690	0.024550	0.003649	-0.127601	0.012112	-0.018958	0.067273	-0.021754	-0.143858	-0.038089	0.033904	0.027690	0.099867	-0.104656	0.071456	-0.084742	-0.020361	-0.101875	0.011956	0.061390	-0.036947	-0.075416	0.075856	0.058068	-0.084861	-0.004443	0.103017	0.044589	-0.040774	0.010139	0.081967	-0.078692	-0.081467	-0.006740	-0.023298	0.044230	0.066499	-0.075831	-0.068787	-0.079796	0.007072	0.062192	0.039563	0.004665	-0.069700	0.023384	0.015344	0.006159	0.024560	-0.027463	-0.041035	0.079980	-0.004823	-0.067054	0.019974	0.001475	0.024483	0.019814	-0.055069	0.060189	-0.095636	-0.082845	0.087250	-0.068918	-0.016954	-0.068862	0.066028	-0.043159	-0.036025	0.064791	-0.054287	0.059492	0.032686	-0.111407	-0.058405	0.021133	0.019391	0.068796	-0.057600	-0.072751	-0.088524	0.018328	-0.080420	0.018539	0.042324	0.025821	-0.064754	-0.020353	-0.048487	-0.027261	-0.067072	-0.025131	0.005426	-0.077522	
0.020028	-0.096328	-0.023803	-0.024271	0.010541	0.053671	-0.045449	0.030999	0.010776	0.154584	0.037184	0.067920	0.041190	-0.038734	0.100239	-0.096067	0.020728	0.075767	0.024489	0.057363	0.012660	-0.015244	-0.026807	0.045116	0.072590	0.045627	-0.075551	-0.095836	-0.088516	0.037637	-0.058918	0.017964	0.041648	0.013972	-0.108672	-0.100234	-0.042233	-0.054029	0.031979	0.062284	-0.069639	-0.030641	0.030801	0.077567	0.009346	-0.050718	0.077827	-0.064783	-0.070622	-0.030098	0.051538	0.029028	0.082999	-0.063624	-0.062240	0.037825	0.064783	0.008428	0.049220	0.021659	-0.054716	0.084108	0.009909	0.089275	-0.092348	0.008577	0.077111	0.060850	0.064706	-0.051873	0.021948	0.092239	0.087790	-0.036141	0.030705	0.023237	0.033929	0.057369	0.057295	0.073291	-0.040860	0.027539	-0.003247	-0.066835	0.079642	0.090716	0.083582	0.038817	-0.017012	0.040447	0.037493	0.041857	0.010774	-0.072404	0.039869	-0.084010	0.057164	0.008078	0.068510	0.019596	-0.071031	0.002822	0.001279	-0.092999	0.069732	-0.022779	0.027632	-0.009950	-0.073332	-0.016949	-0.054733	-0.023032	-0.099406	0.044820	0.014977	0.056716	0.009947	-0.011185	-0.004691	0.101120	-0.104084	-0.100013	0.027716	0.019963	-0.063748	-0.070843	0.004620	0.081862	0.048915	-0.023552	-0.021104	0.036031	0.086683	0.092032	0.064118	0.039714	-0.060604	0.002735	-0.057885	-0.022050	0.076837	-0.026352	0.076128	0.096249	-0.075654	-0.022312	0.046057	0.053284	0.082036	-0.056335	
0.062503	0.099129	-0.033766	-0.020108	0.063142	0.015985	0.029057	-0.063469	-0.004540	0.039342	0.030571	0.089905	-0.059154	0.021945	0.145460	-0.074692	-0.012105	-0.057069	0.030272	0.047064	0.045212	0.025051	-0.089278	0.012572	0.023510	-0.044012	-0.103145	-0.031788	-0.099739	0.086654	0.026317	0.049217	0.080145	0.089244	-0.073256	-0.009136	-0.004646	0.055893	0.028609	0.084555	-0.074958	-0.040624	0.075058	-0.028095	0.060043	0.038760	-0.006461	-0.046920	0.091998	-0.108603	0.059101	0.018222	0.044789	0.087446	-0.105589	-0.049465	-0.079763	-0.062515	0.025979	-0.134111	-0.076642	-0.059875	0.091369	-0.100133	-0.161058	-0.080525	-0.021198	0.029727	0.085526	-0.153552	0.013096	-0.098237	-0.023871	-0.000735	-0.059456	-0.037728	-0.047165	0.088897	0.014192	-0.051161	-0.087837	-0.007999	0.067473	0.053956	-0.010805	0.118087	-0.088894	0.009802	-0.060583	0.050706	0.058686	-0.023641	0.083029	0.030249	-0.009059	-0.080467	0.070716	0.066818	0.040930	0.053968	0.092008	-0.033609	0.051152	-0.041621	0.068706	-0.063067	0.018044	-0.092070	-0.082091	-0.069638	-0.055327	-0.078769	0.018344	-0.091031	0.080031	0.084020	-0.098533	0.087371	-0.006403	-0.050932	0.004731	-0.080532	0.016144	-0.004945	0.058386	0.074635	-0.016744	0.011570	0.047156	-0.072496	-0.057025	-0.008666	0.001308	-0.099993	0.070798	-0.046687	-0.086939	-0.000172	-0.020428	-0.057145	0.021240	0.010511	-0.014704	-0.047576	0.031335	-0.048089	-0.070465	0.051793	-0.051163	0.031409	
-0.091040	0.074745	0.073459	0.020755	0.013851	0.039366	0.009420	0.071853	-0.051451	0.017946	-0.089028	0.007073	0.080730	0.022948	0.076581	0.071872	0.108474	0.053694	-0.032049	-0.000878	-0.085097	-0.092866	-0.100357	-0.002591	-0.032255	0.051899	0.061892	0.001903	-0.005319	-0.087487	-0.058225	-0.009906	0.087598	-0.094050	-0.091517	-0.050975	0.041418	0.017996	-0.083885	0.083707	0.071725	-0.066741	-0.008622	0.052494	0.034929	-0.113799	0.014715	0.048545	0.050202	0.056230	-0.099352	0.052095	0.091704	-0.082086	-0.086880	-0.058314	0.052593	-0.084747	0.050821	-0.113312	-0.067037	0.086403	0.053044	-0.083075	0.007902	0.068867	-0.045979	0.038773	-0.008957	-0.084850	0.021294	-0.046037	0.018714	-0.076217	-0.132644	-0.020257	-0.069228	0.036885	-0.078849	0.090958	0.024984	-0.053516	0.037487	0.007714	-0.019876	0.106810	0.061993	-0.072891	-0.094092	0.020457	-0.003208	-0.047544	-0.006920	-0.069969	-0.015904	-0.001456	-0.086088	0.035192	-0.076990	0.008658	-0.076894	0.062646	0.058043	0.038039	0.089480	0.076614	-0.090802	-0.093359	0.005577	-0.065548	0.085503	-0.084257	-0.023083	0.019813	0.028301	0.033522	0.001034	-0.019450	0.066384	0.015127	0.073639	-0.069638	0.058299	-0.025986	-0.030938	-0.096033	0.041226	-0.028581	0.050839	0.073531	0.063493	0.032092	0.037613	0.027415	-0.014760	0.010392	-0.025829	0.011401	0.035362	-0.114343	0.036903	0.001154	-0.077391	-0.073340	-0.073155	0.043472	0.059251	0.046871	-0.066423	0.027935	
-0.029903	-0.077585	0.080879	-0.081931	0.046457	-0.042539	-0.057957	-0.043549	0.032471	0.160230	-0.058403	0.005535	0.057794	0.089878	-0.003527	-0.036623	0.026506	0.034697	0.077007	-0.027056	0.044686	0.031852	0.070085	0.064504	0.066700	-0.088127	0.014571	0.024597	0.055710	0.055910	-0.039006	-0.093718	0.078664	-0.067412	-0.072036	-0.027302	-0.013848	-0.029901	0.030363	-0.093614	-0.039865	0.078132	0.018496	-0.082031	0.040754	0.039189	-0.022328	-0.027597	-0.021784	-0.077735	0.004304	-0.096087	0.082459	-0.013965	0.038012	0.031395	-0.019312	-0.007176	-0.042754	-0.124187	-0.052048	0.012046	-0.041642	-0.077019	-0.039816	-0.006339	-0.016251	-0.064211	0.073918	-0.146851	-0.053034	-0.074751	-0.104392	0.082550	-0.089906	0.068441	0.036549	0.042580	-0.066294	-0.081230	0.102692	0.062695	-0.076905	0.076177	-0.041521	0.117310	0.014187	0.039537	-0.006022	0.085054	0.098344	0.055515	-0.016680	-0.063104	0.093210	-0.058933	0.051549	-0.031944	-0.031474	0.023193	-0.000053	0.033833	0.043863	-0.008225	0.013457	-0.100806	-0.048368	-0.063606	0.039830	-0.010560	-0.056931	0.027704	-0.057861	-0.031036	0.002748	-0.022901	-0.039315	-0.092809	-0.083589	0.062847	0.064877	0.087918	0.003100	-0.044508	-0.072495	-0.042117	-0.034773	0.067500	0.037620	0.043048	-0.031869	-0.110264	-0.021683	-0.082126	0.002597	0.081049	-0.106812	0.071191	-0.070205	0.044904	-0.054295	-0.040870	-0.012160	0.006662	0.039949	0.083149	0.082830	-0.086352	-0.100104	-0.098460	
0.090572	0.085950	-0.093938	-0.016655	-0.014508	-0.052934	0.061236	0.025465	-0.087821	0.060225	-0.019873	-0.004141	0.021411	0.069112	0.083233	-0.055649	0.076397	0.040473	-0.088206	0.123246	0.003731	-0.018581	-0.027614	0.088780	0.096268	-0.072721	0.078525	0.077743	-0.062107	0.086183	0.093723	-0.091060	0.066494	0.096479	-0.004102	-0.100437	-0.066330	-0.048752	0.026242	-0.060411	0.047257	-0.093435	0.042023	-0.031293	0.054398	-0.056502	0.009385	0.035938	0.094278	-0.005257	0.012165	-0.020980	-0.101475	0.102173	-0.068582	0.083007	-0.093745	-0.049817	0.062004	-0.110461	-0.064415	0.043557	-0.025258	-0.101556	-0.050392	0.077979	-0.113922	0.078708	-0.066592	-0.042666	-0.082889	0.077837	0.034204	0.076223	-0.092557	0.014703	-0.065470	0.071643	-0.056496	-0.067186	-0.001746	0.080353	0.012247	-0.006217	0.092275	0.099867	-0.016595	0.098900	-0.066106	-0.046947	-0.034543	-0.016936	0.088807	0.026370	-0.003778	0.035977	0.019363	-0.020626	0.000378	0.056474	-0.090527	0.035831	0.023755	0.039896	0.009127	0.082413	-0.053985	0.036023	0.046134	-0.006379	0.056742	-0.070430	-0.036022	-0.034189	0.028198	-0.073244	-0.059911	-0.098142	-0.074569	-0.017832	-0.072457	-0.035949	0.055947	-0.076356	-0.106888	-0.086258	0.028290	0.000921	0.004797	-0.068015	-0.065167	-0.027583	0.075230	0.070446	-0.072579	-0.032345	0.023002	-0.009601	-0.083970	-0.024956	0.075070	0.059037	0.025824	-0.048112	-0.069274	-0.059395	-0.022287	-0.010194	-0.042004	0.011422	
0.086051	0.006716	0.098054	0.031671	0.080388	0.104665	0.065420	-0.022554	0.003199	0.031586	0.027024	0.053582	0.075453	0.006944	0.087550	-0.076783	0.106812	-0.031373	0.015845	-0.066083	0.068002	0.008858	0.088942	-0.014941	0.068933	-0.065388	0.038236	-0.054708	0.021384	-0.101983	0.071153	-0.012090	0.005072	0.059923	-0.082784	-0.066962	0.054713	0.082728	0.011698	-0.054325	-0.055879	-0.061083	-0.100146	-0.080387	0.024582	0.011624	-0.060843	0.036537	0.090558	0.028566	0.029412	0.039572	-0.040213	0.029999	-0.111752	-0.089044	0.047392	0.072702	-0.036521	-0.091810	0.075916	-0.077539	0.072362	-0.022647	-0.002066	0.096917	-0.001539	0.042100	0.083826	-0.150804	-0.113411	-0.080859	-0.041582	-0.096469	-0.094370	-0.090899	0.035942	-0.000398	0.044478	0.030507	-0.039964	-0.007402	-0.035487	0.016826	-0.067654	0.008963	0.040374	0.080107	-0.034490	0.117475	-0.034686	-0.050967	-0.073844	-0.082130	0.041100	-0.078347	-0.070198	-0.069341	0.055423	0.117330	-0.041403	0.060354	-0.074085	0.013234	0.066936	-0.017239	0.019729	-0.010733	0.080418	-0.037668	-0.098300	-0.074364	0.050911	-0.030987	0.047306	0.059738	0.058365	-0.022063	0.039620	-0.073918	-0.037934	0.078097	-0.034169	0.001494	-0.101342	0.074481	-0.008185	-0.083095	-0.089158	-0.049444	-0.088326	-0.072414	-0.087654	-0.050553	0.061906	0.068557	0.008327	-0.007379	-0.029824	-0.005346	0.046004	-0.041858	0.041499	0.009755	0.039010	-0.024611	-0.037415	0.010390	0.068858	-0.095496	
0.050548	-0.053876	-0.100795	-0.093948	0.097646	-0.088638	0.100540	-0.041770	-0.068142	-0.027248	0.026378	-0.040920	-0.028211	0.049392	0.078027	-0.045962	0.044185	-0.055570	0.048888	-0.074563	0.063415	0.012835	-0.020433	-0.003854	-0.075200	-0.066479	0.084107	-0.007993	0.040876	0.054750	0.010951	-0.028101	0.101213	0.006849	-0.018436	0.046436	0.014313	-0.023782	-0.100097	0.039912	-0.015246	0.032453	-0.100410	0.062560	-0.045411	0.001837	-0.093053	-0.096083	0.056574	0.029399	-0.111688	0.001000	-0.035403	-0.014498	-0.139237	-0.022389	0.001803	0.091089	0.076850	-0.117907	0.045059	-0.024370	0.030255	0.042636	-0.001971	-0.086820	-0.028834	0.001796	-0.000444	-0.083918	-0.059479	0.081483	-0.087137	-0.042801	0.004942	-0.000470	0.079824	0.066703	0.002288	0.040404	0.027971	0.015285	-0.064162	0.089572	0.116513	-0.047196	-0.026203	0.012708	-0.072262	-0.041709	0.077796	0.086381	0.026118	-0.011754	0.037754	0.021709	0.022418	0.105995	-0.090802	-0.080300	-0.005159	-0.031940	0.096605	0.003923	0.028311	0.046784	0.100847	-0.005477	0.005565	0.001260	-0.083147	-0.081282	-0.093451	-0.044508	-0.092844	-0.106435	-0.011316	-0.022813	0.012026	0.024607	0.008109	-0.042992	-0.004274	-0.058478	0.053922	-0.104947	0.031899	-0.041192	-0.093250	0.050392	-0.038077	-0.040261	-0.080112	-0.035592	0.084748	0.037475	-0.118666	0.096581	-0.055651	-0.001215	-0.017087	-0.052531	0.038713	0.008280	0.014816	0.038430	0.000914	-0.083486	-0.074827	-0.084760	
