1.000000e+02	4.000000e+01
1.000000e+02	4.000000e+01
1.000000e+02	4.000000e+01
1.014116e+02	4.224671e+01
1.014116e+02	4.224671e+01
1.028010e+02	4.455872e+01
1.041201e+02	4.685746e+01
1.054039e+02	4.924730e+01
1.066112e+02	5.160538e+01
1.078217e+02	5.404892e+01
1.089472e+02	5.642469e+01
1.098493e+02	5.873167e+01
1.104058e+02	6.109632e+01
1.106839e+02	6.368167e+01
1.106143e+02	6.590867e+01
1.101124e+02	6.819298e+01
1.092212e+02	7.060852e+01
1.080772e+02	7.297429e+01
1.067215e+02	7.528394e+01
1.052108e+02	7.747431e+01
1.035499e+02	7.954568e+01
1.018019e+02	8.156892e+01
1.000402e+02	8.359965e+01
9.830400e+01	8.563556e+01
9.656607e+01	8.770659e+01
9.480147e+01	8.989207e+01
9.309734e+01	9.200276e+01
9.139300e+01	9.405045e+01
8.961193e+01	9.612439e+01
8.782606e+01	9.820244e+01
8.604613e+01	1.003128e+02
8.435219e+01	1.023085e+02
8.260927e+01	1.043115e+02
8.086816e+01	1.062892e+02
7.910103e+01	1.083034e+02
7.734948e+01	1.102300e+02
7.543568e+01	1.122171e+02
7.350776e+01	1.140777e+02
7.169500e+01	1.154368e+02
6.965810e+01	1.164323e+02
6.752911e+01	1.170109e+02
6.528190e+01	1.171731e+02
6.291328e+01	1.169371e+02
6.034698e+01	1.163520e+02
5.780285e+01	1.155419e+02
5.527952e+01	1.145213e+02
5.290936e+01	1.133431e+02
5.069919e+01	1.119712e+02
4.863644e+01	1.104011e+02
4.654187e+01	1.085628e+02
4.459870e+01	1.068346e+02
4.252614e+01	1.051444e+02
4.033689e+01	1.034825e+02
3.809301e+01	1.018928e+02
3.588245e+01	1.003564e+02
3.372586e+01	9.877720e+01
3.162883e+01	9.720298e+01
2.950131e+01	9.561439e+01
2.736091e+01	9.397195e+01
2.522702e+01	9.231901e+01
2.310466e+01	9.067553e+01
2.586966e+01	9.069518e+01
2.586966e+01	9.069518e+01
2.848128e+01	9.073440e+01
3.124410e+01	9.084823e+01
3.390401e+01	9.111685e+01
3.648638e+01	9.151994e+01
3.912814e+01	9.202851e+01
4.174605e+01	9.255251e+01
4.440804e+01	9.312682e+01
4.440804e+01	9.312682e+01
4.709778e+01	9.379053e+01
4.962448e+01	9.458284e+01
5.202768e+01	9.559541e+01
5.438016e+01	9.685199e+01
5.438016e+01	9.685199e+01
5.438016e+01	9.685199e+01
5.657229e+01	9.827275e+01
5.657229e+01	9.827275e+01
5.866333e+01	9.990486e+01
6.056828e+01	1.016929e+02
6.240923e+01	1.037308e+02
6.418580e+01	1.059173e+02
6.588534e+01	1.081164e+02
6.758980e+01	1.101588e+02
6.922243e+01	1.116347e+02
7.116858e+01	1.127932e+02
7.329767e+01	1.135833e+02
7.552182e+01	1.139706e+02
7.777129e+01	1.139402e+02
7.999142e+01	1.134929e+02
8.213636e+01	1.126435e+02
8.434938e+01	1.113706e+02
8.648188e+01	1.098411e+02
8.844458e+01	1.081295e+02
9.024294e+01	1.062238e+02
9.187550e+01	1.041411e+02
9.326257e+01	1.019723e+02
9.447624e+01	9.959622e+01
9.547819e+01	9.714691e+01
9.627424e+01	9.469636e+01
9.701038e+01	9.211407e+01
9.770947e+01	8.957281e+01
9.837804e+01	8.693180e+01
9.894775e+01	8.440683e+01
9.959697e+01	8.168862e+01
1.003143e+02	7.904679e+01
1.011233e+02	7.646125e+01
1.020500e+02	7.392302e+01
1.030133e+02	7.135022e+01
1.038841e+02	6.877424e+01
1.047950e+02	6.621806e+01
1.058254e+02	6.416542e+01
1.072043e+02	6.234046e+01
1.088538e+02	6.083369e+01
1.108357e+02	5.958992e+01
1.131507e+02	5.855929e+01
1.157018e+02	5.769346e+01
1.182819e+02	5.701867e+01
1.209315e+02	5.655181e+01
1.235831e+02	5.626500e+01
1.262692e+02	5.614182e+01
1.289259e+02	5.620752e+01
1.315644e+02	5.642000e+01
1.342616e+02	5.679143e+01
1.368633e+02	5.733382e+01
1.394549e+02	5.804858e+01
1.394549e+02	5.804858e+01
1.419526e+02	5.893748e+01
1.419526e+02	5.893748e+01
1.444347e+02	6.005348e+01
1.468284e+02	6.130027e+01
1.492537e+02	6.266563e+01
1.515820e+02	6.399331e+01
1.540292e+02	6.531766e+01
1.564161e+02	6.649730e+01
1.588791e+02	6.754545e+01
1.611188e+02	6.819241e+01
1.632899e+02	6.839564e+01
1.654940e+02	6.815514e+01
1.678439e+02	6.748420e+01
1.702292e+02	6.648188e+01
1.725309e+02	6.523787e+01
1.746787e+02	6.379206e+01
1.767461e+02	6.210838e+01
1.786300e+02	6.030898e+01
