0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	-2.767166e-05	1.847210e-05	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	-1.202498e-04	4.527096e-05	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	-1.613736e-04	9.278715e-05	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	1.000000e+00	1.000000e+00	9.999999e-01	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	-4.084055e-04	9.246708e-05	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	1.000000e+00	1.000000e+00	9.999996e-01	1.000000e+00	1.000000e+00	9.999998e-01	0.000000e+00	3.073159e-03	-1.179955e-03	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	9.999998e-01	9.999999e-01	9.999994e-01	1.000000e+00	9.999997e-01	1.000000e+00	0.000000e+00	1.765513e-02	2.612979e-04	0.000000e+00	0.000000e+00	0.000000e+00
-6.032793e-04	9.999993e-01	9.999996e-01	9.999994e-01	9.999999e-01	9.999991e-01	9.999997e-01	-6.032793e-06	3.706216e-02	6.960052e-03	7.666036e-06	3.430193e-08	8.319967e-09
-5.410625e-02	9.999986e-01	9.999990e-01	9.999976e-01	9.999997e-01	9.999985e-01	9.999998e-01	-5.470349e-04	5.233062e-02	1.593735e-02	8.106934e-04	3.179418e-06	8.871238e-07
-2.004151e-01	9.999989e-01	9.999992e-01	9.999954e-01	9.999997e-01	9.999988e-01	1.000000e+00	-2.545716e-03	4.867449e-02	1.706677e-02	4.851921e-03	1.747820e-05	5.068845e-06
1.504388e-02	9.999997e-01	9.999999e-01	9.999977e-01	9.999997e-01	9.999995e-01	9.999999e-01	-2.369820e-03	2.786547e-02	1.740053e-02	8.354615e-03	2.985081e-05	8.699598e-06
-8.550781e-03	9.999997e-01	9.999997e-01	9.999950e-01	9.999997e-01	9.999992e-01	9.999997e-01	-2.431629e-03	2.761679e-02	1.900366e-02	1.159340e-02	4.137642e-05	1.209076e-05
-8.384614e-02	9.999998e-01	9.999999e-01	9.999958e-01	9.999997e-01	9.999994e-01	9.999996e-01	-3.245774e-03	2.031539e-02	1.708732e-02	1.521005e-02	5.487173e-05	1.622452e-05
-8.937997e-02	1.000000e+00	1.000000e+00	9.999972e-01	9.999998e-01	9.999997e-01	9.999995e-01	-4.107116e-03	8.820678e-03	1.509722e-02	1.907937e-02	6.973949e-05	2.086728e-05
-4.097712e-02	1.000000e+00	9.999999e-01	9.999952e-01	9.999997e-01	9.999997e-01	9.999988e-01	-4.475816e-03	5.718549e-03	2.002838e-02	2.288942e-02	8.490978e-05	2.562515e-05
-5.041452e-03	1.000000e+00	9.999999e-01	9.999956e-01	9.999997e-01	9.999997e-01	9.999985e-01	-4.481473e-03	6.978740e-03	2.013538e-02	2.639459e-02	9.900101e-05	3.002015e-05
