0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	-2.767166e-05	1.847210e-05	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	-1.202498e-04	4.527096e-05	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	-1.613736e-04	9.278715e-05	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	1.000000e+00	1.000000e+00	9.999999e-01	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	-4.084055e-04	9.246708e-05	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	1.000000e+00	1.000000e+00	9.999996e-01	1.000000e+00	1.000000e+00	9.999998e-01	9.999998e-01	0.000000e+00	3.073159e-03	-1.179955e-03	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	9.999998e-01	9.999999e-01	9.999994e-01	1.000000e+00	9.999997e-01	1.000000e+00	1.000000e+00	0.000000e+00	1.765513e-02	2.612979e-04	0.000000e+00	0.000000e+00	0.000000e+00
-6.032793e-04	9.999993e-01	9.999996e-01	9.999994e-01	9.999999e-01	9.999991e-01	9.999997e-01	9.999997e-01	-6.032793e-06	3.706216e-02	6.960052e-03	7.666036e-06	3.430214e-08	8.319998e-09
-5.410625e-02	9.999986e-01	9.999990e-01	9.999976e-01	9.999997e-01	9.999985e-01	9.999998e-01	9.999998e-01	-5.470349e-04	5.233062e-02	1.593735e-02	8.106934e-04	3.179433e-06	8.871261e-07
-2.004151e-01	9.999989e-01	9.999992e-01	9.999954e-01	9.999997e-01	9.999988e-01	1.000000e+00	1.000000e+00	-2.545716e-03	4.867448e-02	1.706678e-02	4.851921e-03	1.747829e-05	5.068862e-06
1.504388e-02	9.999997e-01	9.999999e-01	9.999977e-01	9.999997e-01	9.999995e-01	9.999999e-01	9.999999e-01	-2.369820e-03	2.786546e-02	1.740056e-02	8.354615e-03	2.985097e-05	8.699627e-06
-8.550781e-03	9.999997e-01	9.999997e-01	9.999950e-01	9.999997e-01	9.999992e-01	9.999997e-01	9.999997e-01	-2.431629e-03	2.761678e-02	1.900368e-02	1.159340e-02	4.137664e-05	1.209081e-05
-8.384614e-02	9.999998e-01	9.999999e-01	9.999958e-01	9.999997e-01	9.999994e-01	9.999996e-01	9.999996e-01	-3.245774e-03	2.031538e-02	1.708735e-02	1.521005e-02	5.487204e-05	1.622458e-05
-8.937997e-02	1.000000e+00	1.000000e+00	9.999972e-01	9.999998e-01	9.999997e-01	9.999995e-01	9.999995e-01	-4.107116e-03	8.820656e-03	1.509726e-02	1.907937e-02	6.973991e-05	2.086737e-05
-4.097712e-02	1.000000e+00	9.999999e-01	9.999952e-01	9.999997e-01	9.999997e-01	9.999988e-01	9.999988e-01	-4.475816e-03	5.718516e-03	2.002844e-02	2.288942e-02	8.491032e-05	2.562528e-05
-5.041452e-03	1.000000e+00	9.999999e-01	9.999956e-01	9.999997e-01	9.999997e-01	9.999985e-01	9.999985e-01	-4.481473e-03	6.978700e-03	2.013544e-02	2.639459e-02	9.900166e-05	3.002031e-05
-1.323504e-04	1.000000e+00	9.999998e-01	9.999972e-01	9.999997e-01	9.999997e-01	9.999991e-01	9.999991e-01	-4.437982e-03	6.574166e-03	2.110202e-02	2.957524e-02	1.118331e-04	3.400474e-05
-1.618739e-06	1.000000e+00	9.999998e-01	9.999980e-01	9.999996e-01	9.999996e-01	9.999994e-01	9.999994e-01	-4.393618e-03	7.450130e-03	2.201001e-02	3.245229e-02	1.234628e-04	3.760603e-05
-4.296260e-06	9.999999e-01	9.999998e-01	9.999981e-01	9.999996e-01	9.999996e-01	9.999995e-01	9.999995e-01	-4.349725e-03	9.386356e-03	2.265798e-02	3.505046e-02	1.339782e-04	4.085632e-05
0.000000e+00	1.000000e+00	9.999997e-01	9.999983e-01	9.999996e-01	9.999995e-01	9.999996e-01	9.999996e-01	-4.306227e-03	8.500207e-03	2.362294e-02	3.739446e-02	1.434729e-04	4.378730e-05
0.000000e+00	1.000000e+00	9.999998e-01	9.999987e-01	9.999996e-01	9.999996e-01	9.999996e-01	9.999996e-01	-4.263165e-03	8.271432e-03	2.274287e-02	3.950782e-02	1.520383e-04	4.642894e-05
0.000000e+00	1.000000e+00	9.999999e-01	9.999992e-01	9.999997e-01	9.999997e-01	9.999997e-01	9.999997e-01	-4.220533e-03	8.364366e-03	1.859511e-02	4.141241e-02	1.597609e-04	4.880896e-05
0.000000e+00	1.000000e+00	9.999999e-01	9.999994e-01	9.999998e-01	9.999998e-01	9.999995e-01	9.999995e-01	-4.178328e-03	6.689189e-03	1.583721e-02	4.312836e-02	1.667208e-04	5.095274e-05
0.000000e+00	1.000000e+00	1.000000e+00	9.999994e-01	9.999999e-01	9.999999e-01	9.999992e-01	9.999992e-01	-4.136545e-03	4.051474e-04	1.465813e-02	4.467401e-02	1.729915e-04	5.288341e-05
0.000000e+00	1.000000e+00	1.000000e+00	9.999995e-01	9.999999e-01	1.000000e+00	9.999990e-01	9.999990e-01	-4.095179e-03	-4.863372e-03	1.460459e-02	4.606603e-02	1.786401e-04	5.462193e-05
0.000000e+00	1.000000e+00	1.000000e+00	9.999995e-01	9.999999e-01	1.000000e+00	9.999990e-01	9.999990e-01	-4.054228e-03	-5.451155e-03	1.410625e-02	4.731955e-02	1.837275e-04	5.618726e-05
0.000000e+00	1.000000e+00	1.000000e+00	9.999993e-01	9.999999e-01	9.999999e-01	9.999992e-01	9.999992e-01	-4.013685e-03	-3.957437e-04	1.354305e-02	4.844824e-02	1.883088e-04	5.759656e-05
1.332986e-05	1.000000e+00	1.000000e+00	9.999989e-01	9.999999e-01	9.999999e-01	9.999994e-01	9.999994e-01	-3.973415e-03	8.769643e-03	1.311143e-02	4.946440e-02	1.924338e-04	5.886521e-05
1.275984e-04	9.999999e-01	9.999999e-01	9.999985e-01	9.999999e-01	9.999998e-01	9.999995e-01	9.999995e-01	-3.932405e-03	1.524530e-02	1.244050e-02	5.037879e-02	1.961446e-04	6.000626e-05
7.285822e-04	9.999999e-01	9.999999e-01	9.999985e-01	9.999999e-01	9.999998e-01	9.999994e-01	9.999994e-01	-3.885795e-03	1.179351e-02	1.187721e-02	5.119935e-02	1.994705e-04	6.102789e-05
1.155698e-03	1.000000e+00	9.999999e-01	9.999983e-01	9.999998e-01	9.999997e-01	9.999990e-01	9.999990e-01	-3.835380e-03	9.359923e-03	1.433982e-02	5.193299e-02	2.024370e-04	6.193764e-05
