	0.000000e+00	0.000000e+00	-7.376374e-04	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.043711e-03	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.169677e-03	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-4.363461e-03	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-5.861389e-03	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.138049e-02	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.510813e-02	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.427524e-02	0.000000e+00	0.000000e+00
	0.000000e+00	0.000000e+00	-1.008062e-02	0.000000e+00	0.000000e+00
	-1.366978e-04	-1.366978e-04	2.754250e-03	0.000000e+00	0.000000e+00
	-6.310436e-03	-6.310436e-03	2.434330e-02	2.509560e-06	3.621630e-08
	-4.494886e-02	-4.494886e-02	4.134720e-02	1.179693e-04	2.166342e-06
	-1.941896e-01	-1.941896e-01	4.427969e-02	1.272469e-03	2.787096e-05
	-2.268946e-01	-2.268946e-01	4.164759e-02	7.286505e-03	1.670690e-04
	9.194134e-03	9.194134e-03	2.419607e-02	1.760337e-02	4.084762e-04
	-4.974394e-02	-4.974394e-02	3.914746e-02	2.678732e-02	6.230068e-04
	-1.228026e-01	-1.228026e-01	2.837250e-02	3.591168e-02	8.386215e-04
	-1.253242e-01	-1.253242e-01	1.674618e-02	4.557491e-02	1.073990e-03
	-9.064869e-02	-9.064869e-02	2.008057e-02	5.511804e-02	1.311611e-03
	-5.012177e-02	-5.012177e-02	1.894883e-02	6.438399e-02	1.547460e-03
	-2.177318e-02	-2.177318e-02	1.317692e-02	7.332191e-02	1.776009e-03
	-1.230877e-02	-1.230877e-02	9.315536e-03	8.164386e-02	1.988801e-03
	-1.246742e-02	-1.246742e-02	7.759507e-03	8.927611e-02	2.183917e-03
	-1.245982e-02	-1.245982e-02	6.175782e-03	9.627179e-02	2.362785e-03
	-1.211684e-02	-1.211684e-02	5.786433e-03	1.026818e-01	2.526751e-03
	-1.047430e-02	-1.047430e-02	4.901600e-03	1.085542e-01	2.677074e-03
	-8.011384e-03	-8.011384e-03	3.295902e-03	1.139204e-01	2.814576e-03
	-4.810166e-03	-4.810166e-03	2.225195e-03	1.188020e-01	2.939805e-03
	-2.294095e-03	-2.294095e-03	1.372780e-03	1.232210e-01	3.053276e-03
	-2.294095e-03	-2.294095e-03	8.541892e-04	1.272095e-01	3.155737e-03
	-7.193909e-04	-7.193909e-04	-7.253745e-05	1.308096e-01	3.248273e-03
	-1.343477e-04	-1.343477e-04	-1.492192e-03	1.340540e-01	3.331667e-03
	-8.482929e-06	-8.482929e-06	-3.099971e-03	1.369761e-01	3.406760e-03
	0.000000e+00	0.000000e+00	-4.933809e-03	1.396075e-01	3.474365e-03
	0.000000e+00	0.000000e+00	-6.498939e-03	1.419767e-01	3.535224e-03
	0.000000e+00	0.000000e+00	-7.590162e-03	1.441098e-01	3.590009e-03
	0.000000e+00	0.000000e+00	-7.497692e-03	1.460303e-01	3.639325e-03
	0.000000e+00	0.000000e+00	-7.327086e-03	1.477592e-01	3.683717e-03
	0.000000e+00	0.000000e+00	-7.388306e-03	1.493156e-01	3.723674e-03
	0.000000e+00	0.000000e+00	-6.984100e-03	1.507166e-01	3.759640e-03
	0.000000e+00	0.000000e+00	-7.379121e-03	1.519778e-01	3.792013e-03
	0.000000e+00	0.000000e+00	-7.643038e-03	1.531131e-01	3.821152e-03
	0.000000e+00	0.000000e+00	-7.620907e-03	1.541350e-01	3.847379e-03
	0.000000e+00	0.000000e+00	-1.050569e-02	1.550548e-01	3.870984e-03
	0.000000e+00	0.000000e+00	-1.538906e-02	1.558827e-01	3.892231e-03
	0.000000e+00	0.000000e+00	-2.137277e-02	1.566279e-01	3.911354e-03
	0.000000e+00	0.000000e+00	-2.542986e-02	1.572986e-01	3.928565e-03
	0.000000e+00	0.000000e+00	-2.677872e-02	1.579024e-01	3.944056e-03
	0.000000e+00	0.000000e+00	-2.534783e-02	1.584457e-01	3.957998e-03
	0.000000e+00	0.000000e+00	-2.082053e-02	1.589348e-01	3.970547e-03
	0.000000e+00	0.000000e+00	-1.226386e-02	1.593750e-01	3.981841e-03
	-1.123120e-03	-1.123120e-03	3.095744e-03	1.597712e-01	3.992006e-03
	-2.018381e-02	-2.018381e-02	1.817197e-02	1.601404e-01	4.001429e-03
	-1.208533e-01	-1.208533e-01	2.781807e-02	1.608079e-01	4.017946e-03
	-2.210354e-01	-2.210354e-01	2.738096e-02	1.638370e-01	4.093758e-03
	-2.148776e-01	-2.148776e-01	2.354249e-02	1.665905e-01	4.162332e-03
	-6.263891e-02	-6.263891e-02	2.617915e-02	1.690897e-01	4.224312e-03
	-4.308038e-03	-4.308038e-03	2.693917e-02	1.713553e-01	4.280300e-03
	-1.010860e-02	-1.010860e-02	2.936018e-02	1.734071e-01	4.330848e-03
	-3.814534e-02	-3.814534e-02	3.053836e-02	1.752636e-01	4.376465e-03
	-8.117229e-02	-8.117229e-02	2.486421e-02	1.769422e-01	4.417619e-03
	-1.107121e-01	-1.107121e-01	1.736251e-02	1.784591e-01	4.454734e-03
	-9.644677e-02	-9.644677e-02	1.874474e-02	1.798291e-01	4.488199e-03
	-6.582145e-02	-6.582145e-02	1.958043e-02	1.810660e-01	4.518365e-03
	-5.114036e-02	-5.114036e-02	1.289703e-02	1.821822e-01	4.545553e-03
	-3.857573e-02	-3.857573e-02	6.953738e-03	1.831893e-01	4.570053e-03
	-3.623250e-02	-3.623250e-02	8.510902e-03	1.840975e-01	4.592127e-03
	-3.328078e-02	-3.328078e-02	8.068852e-03	1.849164e-01	4.612012e-03
	-2.766488e-02	-2.766488e-02	1.043236e-02	1.856547e-01	4.629925e-03
	-2.201301e-02	-2.201301e-02	1.466080e-02	1.863202e-01	4.646059e-03
	2.187061e-02	2.187061e-02	1.602860e-02	1.869198e-01	4.660589e-03
	2.004658e-02	2.004658e-02	1.446197e-02	1.874602e-01	4.673675e-03
	2.345016e-03	2.345016e-03	1.459340e-02	1.879470e-01	4.685458e-03
	-1.622390e-03	-1.622390e-03	1.482481e-02	1.883855e-01	4.696068e-03
	-3.733813e-04	-3.733813e-04	1.385085e-02	1.887806e-01	4.705621e-03
	1.194118e-03	1.194118e-03	6.237194e-03	1.891363e-01	4.714222e-03
	5.457985e-04	5.457985e-04	-3.204145e-03	1.894567e-01	4.721966e-03
	0.000000e+00	0.000000e+00	-7.383956e-03	1.897453e-01	4.728937e-03
	0.000000e+00	0.000000e+00	-7.911806e-03	1.900051e-01	4.735213e-03
	2.864169e-06	2.864169e-06	-5.764480e-03	1.902391e-01	4.740863e-03
	9.191537e-07	9.191537e-07	-1.161231e-03	1.904497e-01	4.745949e-03
	0.000000e+00	0.000000e+00	1.734993e-03	1.906394e-01	4.750528e-03
	0.000000e+00	0.000000e+00	2.047550e-04	1.908101e-01	4.754649e-03
	0.000000e+00	0.000000e+00	-1.708978e-03	1.909638e-01	4.758359e-03
	0.000000e+00	0.000000e+00	-2.857587e-03	1.911022e-01	4.761698e-03
	0.000000e+00	0.000000e+00	-3.386844e-03	1.912268e-01	4.764704e-03
